Kata,Klasifikasi
konser,NOUN
Inaugurasi,PROPN
telah,AUX
usai,VERB
",",PUNCT
mereka,PRON
langsung,ADV
masuk,VERB
ke,ADP
dapur,NOUN
rekaman,NOUN
untuk,SCONJ
dibuat,VERB
album,NOUN
kompilasi,NOUN
hasil,NOUN
kerjasama,NOUN
Indosiar,PROPN
dengan,ADP
Sony,PROPN
Music,PROPN
Indonesia,PROPN
.,PUNCT
Pada,ADP
saat,NOUN
yang,PRON
hampir,ADV
bersamaan,VERB
",",PUNCT
Yosafat,PROPN
mulai,ADV
mengangkat,VERB
anaknya,_
anak,NOUN
nya,PRON
",",PUNCT
Yoram,PROPN
",",PUNCT
menjadi,VERB
raja,NOUN
bersama,VERB
-,PUNCT
sama,ADJ
dengan,ADP
dia,PRON
sebagai,ADP
persiapan,NOUN
pergantian,NOUN
tahta,NOUN
.,PUNCT
Ahli,NOUN
lain,ADJ
menghapuskan,VERB
kaitan,NOUN
antara,ADP
kedatangan,NOUN
Tutsi,PROPN
dengan,SCONJ
berkembangnya,_
berkembang,VERB
nya,DET
pastoralisme,NOUN
dan,CCONJ
dimulainya,_
dimulai,VERB
nya,PRON
periode,NOUN
pembangunan,NOUN
negara,NOUN
.,PUNCT
Jabatan,NOUN
ini,DET
berlangsung,VERB
sampai,ADP
zaman,NOUN
Kerajaan,PROPN
Majapahit,PROPN
.,PUNCT
Kawalelo,PROPN
merupakan,VERB
salah,ADJ
satu,NUM
desa,NOUN
yang,PRON
ada,VERB
di,ADP
kecamatan,PROPN
Demon,PROPN
Pagong,PROPN
",",PUNCT
kabupaten,NOUN
Flores,PROPN
Timur,PROPN
",",PUNCT
provinsi,PROPN
Nusa,PROPN
Tenggara,PROPN
Timur,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Setelah,SCONJ
lulus,VERB
dari,ADP
Gymnasium,PROPN
Trier,PROPN
",",PUNCT
Marx,PROPN
melanjutkan,VERB
pendidikan,NOUN
nya,PRON
di,ADP
Universitas,PROPN
Bonn,PROPN
jurusan,NOUN
hukum,NOUN
pada,ADP
tahun,NOUN
1835,NUM
.,PUNCT
Mawar,PROPN
merupakan,VERB
komoditas,NOUN
hortikultura,NOUN
yang,PRON
bernilai,VERB
ekonomi,NOUN
tinggi,ADJ
dan,CCONJ
banyak,ADV
diminati,VERB
konsumen,NOUN
serta,CCONJ
dapat,AUX
dibudidayakan,VERB
secara,ADP
komersial,ADJ
.,PUNCT
Seperti,ADP
pernyataan,NOUN
Lusy,PROPN
bahwa,ADP
mereka,PRON
bisa,AUX
menjadi,VERB
sangat,ADV
solid,ADJ
karena,SCONJ
mereka,PRON
bertiga,VERB
",",PUNCT
kalau,SCONJ
jalan,VERB
sendiri-sendiri,ADV
belum,PART
tentu,ADV
bisa,VERB
sukses,NOUN
.,PUNCT
Bagaimanakah,_
Bagaimana,ADV
kah,PART
kelanjutan,NOUN
kisah,NOUN
para,DET
remaja,NOUN
yang,PRON
masih,ADV
di,ADP
bawah,NOUN
umur,NOUN
ini,DET
?,PUNCT
Akan,AUX
kah,PART
pertemanan,VERB
sepihak,ADJ
ini,DET
dapat,AUX
berubah,VERB
menjadi,VERB
Cinta,PROPN
?,PUNCT
Kantor,NOUN
kepala,NOUN
desa,NOUN
Jatiwangi,PROPN
terletak,VERB
di,ADP
Kp,PROPN
.,PUNCT
Kadudampit,PROPN
",",PUNCT
Jl,PROPN
.,PUNCT
Raya,PROPN
Bungbulang,PROPN
-,PUNCT
Garut,PROPN
.,PUNCT
Perusahaan,NOUN
ini,DET
mengkhususkan,VERB
diri,PRON
dalam,ADP
merancang,VERB
",",PUNCT
memproduksi,VERB
",",PUNCT
dan,CCONJ
mengembangkan,VERB
produk-produk,NOUN
mesin,NOUN
pelabuhan,NOUN
baru,ADJ
.,PUNCT
Lakon,NOUN
pertamanya,_
pertama,ADJ
nya,DET
(,PUNCT
Suling,PROPN
dan,CCONJ
Bunga,NOUN
Rumahmakan,PROPN
",",PUNCT
1948,NUM
),PUNCT
ditulis,VERB
sebagaimana,ADP
lakon,NOUN
ditulis,VERB
",",PUNCT
tetapi,CCONJ
selanjutnya,ADV
ia,PRON
menemukan,VERB
cara,NOUN
menulis,VERB
lakon,NOUN
yang,PRON
unik,ADJ
",",PUNCT
yang,PRON
bentuknya,_
bentuk,NOUN
nya,PRON
seperti,ADP
cerita,NOUN
yang,PRON
enak,ADJ
dibaca,VERB
.,PUNCT
Pada,ADP
bulan,PROPN
Oktober,PROPN
2005,NUM
",",PUNCT
sebagai,ADP
bagian,NOUN
peringatan,NOUN
ke-75,ADJ
Universitas,NOUN
McMaster,NOUN
di,ADP
University,PROPN
Avenue,PROPN
",",PUNCT
sebuah,DET
jalanan,NOUN
di,ADP
kampus,NOUN
univeritas,NOUN
dinamai,VERB
Brockhouse,PROPN
Way,PROPN
untuk,SCONJ
menghormati,VERB
Brockhouse,PROPN
.,PUNCT
Pada,ADP
tahun,NOUN
1934,NUM
",",PUNCT
Chun,PROPN
membeli,VERB
tanah,NOUN
seluas,ADP
33.000,NUM
meter,NOUN
persegi,NOUN
di,ADP
Kabupaten,PROPN
Koyang,PROPN
",",PUNCT
propinsi,NOUN
Gyeonggi,PROPN
(,PUNCT
sekarang,NOUN
distrik,NOUN
Seongbuk,PROPN
",",PUNCT
Seoul,PROPN
),PUNCT
.,PUNCT
pada,ADP
tahun,NOUN
1473,NUM
",",PUNCT
sewaktu,ADV
Raja,PROPN
Narasinga,PROPN
II,NUM
yang,PRON
bergelar,VERB
Paduka,PROPN
Maulana,PROPN
Sri,PROPN
Sultan,PROPN
Alauddin,PROPN
Iskandarsyah,PROPN
Johan,PROPN
Zirullah,PROPN
Fil,PROPN
Alam,PROPN
(,PUNCT
Sultan,NOUN
Indragiri,NOUN
IV,NUM
),PUNCT
",",PUNCT
beliau,PRON
menetap,VERB
di,ADP
ibu,NOUN
kota,NOUN
kerajaan,NOUN
yang,PRON
berlokasi,VERB
di,ADP
Pekan,PROPN
Tua,PROPN
sekarang,ADV
.,PUNCT
Lalu,ADV
bagaimana,ADV
cara,NOUN
menafkah,VERB
harta,NOUN
sesuai,ADP
tuntunan,NOUN
Alloh,PROPN
dan,CCONJ
Rasul-Nya,_
Rasul-,PROPN
Nya,PRON
?,PUNCT
Dari,SCONJ
1970,NUM
hingga,SCONJ
1974,NUM
",",PUNCT
ia,PRON
tinggal,VERB
bersama,ADP
orang-orang,NOUN
Indian,NOUN
Embera,PROPN
-,PUNCT
Wounaan,PROPN
di,ADP
Panama,PROPN
.,PUNCT
7,NUM
),PUNCT
Dengan,ADP
tekad,NOUN
teguh,ADJ
mereka,PRON
melaksanakan,VERB
ajaran,NOUN
Gautama,PROPN
",",PUNCT
tiada,NOUN
nafsu,NOUN
",",PUNCT
mereka,PRON
menuai,VERB
hasilnya,_
hasil,NOUN
nya,PRON
;,PUNCT
terbebaskan,VERB
dari,ADP
kematian,NOUN
",",PUNCT
mereka,PRON
menikmati,VERB
kedamaian,NOUN
abadi,ADJ
.,PUNCT
Cintaku,_
Cinta,PROPN
ku,PRON
di,ADP
Rumah,PROPN
Susun,PROPN
adalah,AUX
film,NOUN
komedi,NOUN
situasi,NOUN
yang,PRON
terkenal,ADJ
di,ADP
Indonesia,PROPN
pada,ADP
tahun,NOUN
1987,NUM
.,PUNCT
Hal,NOUN
ini,DET
disamakan,VERB
dengan,ADP
tindakan,NOUN
dokter,NOUN
yang,PRON
harus,AUX
mengamputasi,VERB
salah,ADJ
satu,NUM
bagian,NOUN
tubuh,NOUN
yang,PRON
sakit,VERB
atau,CCONJ
terkena,VERB
kanker,NOUN
demi,ADP
kebaikan,NOUN
diri,PRON
seseorang,PRON
.,PUNCT
Soedjarwo,PROPN
(,PUNCT
),PUNCT
adalah,AUX
Menteri,PROPN
Kehutanan,PROPN
Indonesia,PROPN
pada,ADP
periode,NOUN
1964,NUM
hingga,ADP
1966,NUM
dan,CCONJ
1983,NUM
hingga,ADP
1988,NUM
.,PUNCT
Maka,SCONJ
",",PUNCT
siapa,PRON
Nama-Nya,_
Nama-,NOUN
Nya,PRON
?,PUNCT
Larangan,PROPN
kaum,NOUN
hawa,NOUN
untuk,SCONJ
beribadah,VERB
di,ADP
masjid,NOUN
ini,DET
didasarkan,VERB
pada,ADP
alasan,NOUN
untuk,SCONJ
menjaga,VERB
kesucian,NOUN
masjid,NOUN
",",PUNCT
yaitu,SCONJ
supaya,SCONJ
tempat,NOUN
ibadah,ADJ
ini,DET
terhindar,VERB
dari,ADP
ketidaksengajaan,NOUN
perempuan,ADJ
yang,PRON
tiba-tiba,ADV
saja,ADV
datang,VERB
bulan,NOUN
(,PUNCT
haid,NOUN
),PUNCT
.,PUNCT
Apakah,_
Apa,ADV
kah,PART
ia,PRON
akan,AUX
menjadi,VERB
``,PUNCT
superstar,PROPN
'',PUNCT
?,PUNCT
SPG,PROPN
Negeri,PROPN
2,NUM
Bandung,PROPN
berlokasi,VERB
di,ADP
Jalan,NOUN
Citarum,NOUN
nomor,NOUN
23,NUM
Bandung,PROPN
(,PUNCT
sekarang,ADV
digunakan,VERB
oleh,ADP
SMA,PROPN
Negeri,PROPN
20,NUM
Bandung,PROPN
),PUNCT
",",PUNCT
karena,SCONJ
tempatnya,_
tempat,NOUN
nya,PRON
tidak,PART
mencukupi,VERB
maka,SCONJ
bangunannya,_
bangunan,NOUN
nya,PRON
ditambah,VERB
dengan,ADP
bangunan,NOUN
di,ADP
Jalan,PROPN
Bali,PROPN
Bandung,PROPN
.,PUNCT
Lalu,SCONJ
Barkley,PROPN
menjadi,VERB
Senator,NOUN
AS,PROPN
pada,ADP
tahun,NOUN
1926,NUM
dan,CCONJ
terpilih,VERB
lagi,ADV
pada,ADP
tahun,NOUN
1932,NUM
",",PUNCT
1938,NUM
dan,CCONJ
1944,NUM
.,PUNCT
Ibunya,_
Ibu,NOUN
nya,PRON
bernama,VERB
Ulan,PROPN
berasal,VERB
dari,ADP
Amuntai,PROPN
seorang,DET
suku,NOUN
Banjar,PROPN
.,PUNCT
Taman,PROPN
ini,DET
juga,ADV
dilengkapi,VERB
30,NUM
restoran,NOUN
dan,CCONJ
konter,NOUN
makanan,NOUN
",",PUNCT
serta,CCONJ
20,NUM
kios,NOUN
cendera,NOUN
mata,NOUN
.,PUNCT
Manfaat,PROPN
dari,ADP
perilisan,NOUN
edisi,NOUN
ini,DET
adalah,AUX
adanya,VERB
PCM,NOUN
audio,NOUN
.,PUNCT
Akankah,_
Akan,AUX
kah,PART
dia,PRON
masih,ADV
mengingat,VERB
Ibu,NOUN
dan,CCONJ
kampung,NOUN
halamannya,_
halaman,NOUN
nya,PRON
?,PUNCT
Mengagumi,VERB
Yukari,PROPN
",",PUNCT
dan,CCONJ
perlahan,ADV
jatuh,VERB
cinta,NOUN
pada,ADP
sang,DET
direktur,NOUN
VB,PROPN
Rose,PROPN
",",PUNCT
tak,PART
peduli,VERB
walaupun,SCONJ
Yukari,PROPN
sering,ADV
sekali,ADV
melakukan,VERB
KDRT,NOUN
.,PUNCT
Pemilik,PROPN
sekaligus,ADV
desainer,NOUN
di,ADP
VB,PROPN
Rose,PROPN
.,PUNCT
Orang,NOUN
yang,PRON
satu,NUM
ini,DET
sangat,ADV
dingin,ADJ
.,PUNCT
Hamdan,PROPN
merupakan,VERB
anak,NOUN
dari,ADP
ulama,NOUN
Minangkabau,PROPN
",",PUNCT
Tahir,PROPN
Jalaluddin,PROPN
Al,PROPN
-,PUNCT
Azhari,PROPN
asal,ADP
Cangking,PROPN
",",PUNCT
Agam,PROPN
",",PUNCT
Sumatera,PROPN
Barat,PROPN
.,PUNCT
Untuk,SCONJ
mendapatkan,VERB
gambaran,NOUN
yang,PRON
lebih,ADV
komprehensif,ADJ
tentang,SCONJ
terbentuknya,_
terbentuk,VERB
nya,DET
Batalyon,PROPN
463,NUM
Paskhas,PROPN
",",PUNCT
maka,SCONJ
perlu,ADV
adanya,VERB
suatu,DET
pengumpulan,NOUN
data,NOUN
dan,CCONJ
informasi,NOUN
yang,PRON
saling,ADV
berkaitan,VERB
.,PUNCT
Di,ADP
luar,NOUN
RRT,PROPN
",",PUNCT
istilah,NOUN
Maoisme,PROPN
digunakan,VERB
sejak,ADP
1960-an,NOUN
",",PUNCT
biasanya,ADV
dalam,ADP
pengertian,NOUN
yang,PRON
negatif,ADJ
",",PUNCT
untuk,SCONJ
menggambarkan,VERB
partai-partai,NOUN
atau,CCONJ
orang-orang,NOUN
yang,PRON
mendukung,VERB
Mao,PROPN
Zedong,PROPN
dan,CCONJ
bentuk,NOUN
komunismenya,_
komunisme,NOUN
nya,PRON
.,PUNCT
Pada,ADP
mulanya,_
mula,NOUN
nya,PRON
sarugaku,PROPN
hanya,ADV
dipakai,VERB
sebagai,ADP
hiburan,NOUN
",",PUNCT
tapi,CCONJ
akhirnya,ADV
menjadi,VERB
salah,ADJ
satu,NUM
unsur,NOUN
penting,ADJ
dalam,ADP
perayaan,NOUN
keagamaan,NOUN
.,PUNCT
Ia,PRON
melakukan,VERB
tapa,NOUN
di,ADP
sebuah,DET
tempat,NOUN
bernama,VERB
Kurukshetra,PROPN
dan,CCONJ
semenjak,ADP
itu,DET
tempat,NOUN
tersebut,DET
suci,ADJ
dan,CCONJ
keramat,ADJ
.,PUNCT
Keberadaan,NOUN
wikinomics,ADJ
telah,AUX
menggeser,VERB
peran,NOUN
institusi,NOUN
bisnis,NOUN
",",PUNCT
sosial,NOUN
",",PUNCT
dan,CCONJ
menyebabkan,VERB
penurunan,NOUN
akan,ADV
permintaan,NOUN
tenaga,NOUN
kerja,NOUN
.,PUNCT
Pulau,NOUN
yang,PRON
telah,AUX
ditetapkan,VERB
sebagai,ADP
tempat,NOUN
wisata,NOUN
ini,DET
dikelilingi,VERB
oleh,ADP
vegetasi,NOUN
yang,PRON
beragam,VERB
.,PUNCT
Indiana,PROPN
dibantu,VERB
dalam,ADP
petualangannya,_
petualangan,NOUN
nya,PRON
oleh,ADP
kekasih,NOUN
lamanya,_
lama,ADJ
nya,DET
",",PUNCT
Marion,PROPN
Ravenwood,PROPN
(,PUNCT
Karen,PROPN
Allen,PROPN
),PUNCT
",",PUNCT
dan,CCONJ
seorang,DET
anak,NOUN
muda,ADJ
bernama,VERB
Mutt,PROPN
Williams,PROPN
(,PUNCT
Shia,PROPN
LaBeouf,PROPN
),PUNCT
.,PUNCT
Sejauh,ADP
mana,PRON
ilmu,NOUN
berupaya,VERB
mencapai,VERB
perubahan,NOUN
sosial,NOUN
?,PUNCT
Perhatikan,VERB
bahwa,SCONJ
nol,NOUN
di,ADP
ruas,NOUN
kanan,NOUN
adalah,AUX
vektor,NOUN
nol,NOUN
",",PUNCT
bukan,PART
bilangan,NOUN
nol,NOUN
.,PUNCT
Di,ADP
Isen,PROPN
pernah,ADV
ada,VERB
biara,NOUN
Benediktin,PROPN
yang,PRON
dibubarkan,VERB
selama,ADP
sekularisasi,NOUN
pada,ADP
tahun,NOUN
1802,NUM
.,PUNCT
·,PUNCT
Orang,NOUN
yang,PRON
selalu,ADV
mempunyai,VERB
hubungan,NOUN
dengan,ADP
Allah,PROPN
",",PUNCT
Allah,PROPN
akan,AUX
memenuhi,VERB
hatinya,_
hati,NOUN
nya,PRON
dengan,ADP
rahmat,NOUN
di,ADP
setiap,DET
waktu,NOUN
.,PUNCT
Galang,PROPN
akhirnya,ADV
bersedia,VERB
.,PUNCT
Dari,ADP
sini,NOUN
keraton,NOUN
kemudian,ADV
dipindah,VERB
ke,ADP
Banjarmasin,PROPN
dengan,ADP
nama,NOUN
Kesultanan,PROPN
Banjarmasin,PROPN
karena,SCONJ
Urang,PROPN
Nagara,PROPN
mengalami,VERB
kekalahan,NOUN
.,PUNCT
Dia,PRON
memiliki,VERB
peran,NOUN
kecil,ADJ
dalam,ADP
film,NOUN
horor,NOUN
2007,NUM
Hostel,PROPN
:,PUNCT
Part,PROPN
2,NUM
",",PUNCT
di,ADP
mana,PRON
dia,PRON
digambarkan,VERB
eksekutif,ADJ
dari,ADP
Elite,PROPN
Hunting,PROPN
.,PUNCT
Sampai,ADP
kapan,ADV
Nino,PROPN
akan,AUX
berpura-pura,VERB
di,ADP
depan,NOUN
neneknya,_
nenek,NOUN
nya,PRON
kalau,SCONJ
dia,PRON
dan,CCONJ
Abel,NOUN
berpacaran,VERB
?,PUNCT
Yaitu,SCONJ
",",PUNCT
mampu,AUX
melacak,VERB
keberadaan,NOUN
hewan,NOUN
ataupun,_
atau,CCONJ
pun,PART
manusia,NOUN
melalui,ADP
satelit,NOUN
dengan,SCONJ
mengimplan,VERB
Mikrocip,PROPN
ke,ADP
dalam,ADP
tubuh,NOUN
.,PUNCT
"""",PUNCT
&,PROPN
"""",PUNCT
(,PUNCT
Juli,PROPN
2003,NUM
),PUNCT
adalah,AUX
single,NOUN
terakhirnya,_
terakhir,ADJ
nya,DET
yang,PRON
terjual,VERB
sedikitnya,ADV
500.000,NUM
kopi,NOUN
;,PUNCT
(,PUNCT
Miss,PROPN
),PUNCT
understood,PROPN
(,PUNCT
Januari,PROPN
2006,NUM
),PUNCT
adalah,AUX
album,NOUN
pertamanya,_
pertama,ADJ
nya,DET
yang,PRON
tidak,PART
terjual,VERB
sejuta,NUM
di,ADP
toko,NOUN
",",PUNCT
dan,CCONJ
Secret,PROPN
(,PUNCT
November,PROPN
2006,NUM
),PUNCT
adalah,AUX
album,NOUN
pertamanya,_
pertama,ADJ
nya,DET
yang,PRON
tidak,PART
disertifikasi,VERB
sejuta,NUM
oleh,ADP
RIAJ,PROPN
.,PUNCT
Ayumi,PROPN
telah,AUX
mencatat,VERB
penjualan,NOUN
sekitar,ADP
50,NUM
juta,NOUN
rekaman,NOUN
dan,CCONJ
adalah,AUX
salah,ADJ
satu,NUM
musisi,NOUN
Jepang,PROPN
terlaris,ADJ
.,PUNCT
Bersama,ADV
isterinya,_
isteri,NOUN
nya,PRON
Marjolein,PROPN
Beumer,PROPN
",",PUNCT
ia,PRON
menulis,VERB
skenario,PROPN
",",PUNCT
seperti,ADP
film,NOUN
Bezet,PROPN
(,PUNCT
2004,NUM
),PUNCT
dan,CCONJ
serial,NOUN
drama,NOUN
NPS,PROPN
Moes,PROPN
.,PUNCT
Pada,ADP
tahun,NOUN
2005,NUM
",",PUNCT
ia,PRON
muncul,VERB
dalam,ADP
film,NOUN
Manderlay,PROPN
",",PUNCT
di,ADP
mana,PRON
ia,PRON
bermain,VERB
bersama,ADV
-,PUNCT
sama,ADV
Danny,PROPN
Glover,PROPN
",",PUNCT
Willem,PROPN
Dafoe,PROPN
",",PUNCT
dan,CCONJ
Lauren,PROPN
Bacall,PROPN
.,PUNCT
Oerip,NOUN
menentang,VERB
kebijakan,NOUN
pemerintah,NOUN
yang,PRON
dianggap,VERB
terlalu,ADV
menilai,VERB
rendah,ADJ
Angkatan,NOUN
Perangnya,_
Perang,NOUN
nya,PRON
sendiri,DET
.,PUNCT
Para,DET
anggotanya,_
anggota,NOUN
nya,PRON
yang,PRON
berjumlah,VERB
lebih,ADV
dari,ADP
400,NUM
orang,NOUN
kini,ADV
tersebar,VERB
di,ADP
berbagai,DET
daerah,NOUN
.,PUNCT
Router,PROPN
yang,PRON
memiliki,VERB
fitur,NOUN
penapisan,NOUN
paket,NOUN
disebut,VERB
juga,ADV
dengan,ADP
packet,NOUN
-,PUNCT
filtering,ADJ
router,NOUN
.,PUNCT
Setelah,ADP
Kaisar,PROPN
Kōtoku,PROPN
wafat,VERB
pada,ADP
Hakuchi,PROPN
tahun,NOUN
5,NUM
bulan,PROPN
10,NUM
hari,NOUN
10,NUM
(,PUNCT
24,NUM
November,PROPN
654,NUM
kalender,PROPN
Julian,PROPN
),PUNCT
",",PUNCT
penggunaan,NOUN
nama,NOUN
zaman,NOUN
terhenti,VERB
untuk,ADP
sementara,ADV
hingga,SCONJ
diumumkan,VERB
nama,NOUN
zaman,NOUN
baru,ADJ
bernama,VERB
zaman,NOUN
Shuchō,PROPN
yang,PRON
dimulai,VERB
tahun,NOUN
686,NUM
.,PUNCT
Para,DET
pemain,NOUN
lainnya,ADJ
antara,ADP
lain,NOUN
Kathy,PROPN
Bates,PROPN
",",PUNCT
Harry,PROPN
Connick,PROPN
",",PUNCT
Jr,PROPN
",",PUNCT
Gina,PROPN
Gershon,PROPN
dan,CCONJ
Lisa,PROPN
Kudrow,PROPN
.,PUNCT
Acara,NOUN
ini,DET
diatur,VERB
oleh,ADP
ID&T,PROPN
dan,CCONJ
diadakan,VERB
dari,ADP
tahun,NOUN
1999,NUM
sampai,ADP
tahun,NOUN
2007,NUM
dalam,ADP
berbagai,DET
tempat,NOUN
di,ADP
Belanda,PROPN
dua,NUM
kali,NOUN
setahun,NOUN
.,PUNCT
Dalam,ADP
hubungan,NOUN
luar,ADP
negeri,NOUN
",",PUNCT
Kaczyński,PROPN
mencatat,VERB
bahwa,SCONJ
banyak,ADV
masalah,NOUN
Polandia,PROPN
yang,PRON
terkait,VERB
dengan,ADP
kekurangan,NOUN
keamanan,NOUN
energi,NOUN
dan,CCONJ
masalah,NOUN
ini,DET
harus,AUX
diselesaikan,VERB
dalam,ADP
rangka,NOUN
melindungi,VERB
kepentingan,NOUN
Polandia,PROPN
.,PUNCT
Setelah,SCONJ
pemberontakan,NOUN
PRRI,PROPN
berhasil,VERB
diredam,VERB
oleh,ADP
pemerintah,NOUN
pusat,ADJ
",",PUNCT
Nurmatias,PROPN
ditarik,VERB
oleh,ADP
pemerintah,NOUN
ke,ADP
Markas,NOUN
Besar,PROPN
Angkatan,NOUN
Darat,PROPN
(,PUNCT
MBAD,PROPN
),PUNCT
di,ADP
Jakarta,PROPN
.,PUNCT
``,PUNCT
Apakah,_
Apa,PRON
kah,PART
engkau,PRON
juga,ADV
orang,NOUN
Galilea,PROPN
?,PUNCT
Mengenai,ADP
alam,NOUN
semesta,NOUN
",",PUNCT
Philolaos,PROPN
berpendapat,VERB
bahwa,SCONJ
hal,NOUN
pertama,ADJ
yang,PRON
menjadi,VERB
"""",PUNCT
teratur,ADJ
"""",PUNCT
adalah,AUX
apa,PRON
yang,PRON
disebut,VERB
"""",PUNCT
tungku,NOUN
api,NOUN
"""",PUNCT
.,PUNCT
Fei,PROPN
ingin,VERB
temannya,_
teman,NOUN
nya,PRON
untuk,SCONJ
mengendarai,VERB
mobil,NOUN
liburan,NOUN
perampokan,NOUN
tapi,CCONJ
Sam,PROPN
punggung,NOUN
keluar,VERB
",",PUNCT
melemparkan,VERB
Fei,PROPN
bermasalah,VERB
dengan,ADP
triad,PROPN
.,PUNCT
Krisis,PROPN
tersebut,DET
merupakan,VERB
sisi,NOUN
kelam,ADJ
bagi,ADP
rakyat,NOUN
keseluruhan,DET
dan,CCONJ
seniman,NOUN
/,PUNCT
pekerja,NOUN
seni,NOUN
tradisional,ADJ
khususnya,ADV
",",PUNCT
namun,CCONJ
di,ADP
sisi,NOUN
lain,ADJ
telah,AUX
menghasilkan,VERB
satu,NUM
hal,NOUN
yang,PRON
positif,ADJ
yakni,ADV
bangkitnya,_
bangkit,VERB
nya,DET
perlawanan,NOUN
rakyat,NOUN
yang,PRON
dipelopori,VERB
mahasiswa,NOUN
untuk,SCONJ
menuntut,VERB
perubahan,NOUN
dari,ADP
hari,NOUN
ke,ADP
hari,NOUN
perlawanan,NOUN
terus,ADV
mengalami,VERB
peningkatan,NOUN
.,PUNCT
Zaki,NOUN
al,PROPN
-,PUNCT
Arsuzi,PROPN
dianggap,VERB
sebagai,ADP
"""",PUNCT
Socrates,PROPN
"""",PUNCT
Partai,PROPN
Ba,PROPN
',PROPN
ath,PROPN
.,PUNCT
Kemenangan,NOUN
SPD,PROPN
dalam,ADP
pemilu,NOUN
lokal,ADJ
1,NUM
Maret,PROPN
1998,NUM
sebagai,ADP
langkah,NOUN
awal,ADJ
menghentikan,VERB
kubu,NOUN
CDU,PROPN
yang,PRON
konservatif,ADJ
.,PUNCT
Biasanya,ADV
terjadi,VERB
pada,ADP
peranti,NOUN
yang,PRON
menunjukkan,VERB
karakteristik,NOUN
resistansi,NOUN
negatif,ADJ
pada,ADP
pencatu,NOUN
daya,NOUN
.,PUNCT
Pertempuran,PROPN
dimulai,VERB
dengan,ADP
pemboman,NOUN
Italia,PROPN
pada,ADP
pangkalan,NOUN
udara,NOUN
Rhodesia,PROPN
di,ADP
Wajir,PROPN
di,ADP
Kenya,NOUN
",",PUNCT
dan,CCONJ
dilanjutkan,VERB
",",PUNCT
invasi,NOUN
pasukan,NOUN
Italia,PROPN
melalui,ADP
Somaliland,PROPN
",",PUNCT
Eritrea,PROPN
",",PUNCT
Ethiopia,PROPN
",",PUNCT
sampai,ADP
menyerahnya,_
menyerah,NOUN
nya,PRON
Italia,PROPN
setelah,ADP
Pertempuran,PROPN
Gondar,PROPN
pada,ADP
bulan,PROPN
November,PROPN
1941,NUM
Pada,ADP
tanggal,NOUN
9,NUM
Mei,PROPN
1936,NUM
",",PUNCT
diktator,NOUN
Italia,PROPN
Benito,PROPN
Mussolini,PROPN
menyatakan,VERB
"""",PUNCT
Imperium,PROPN
Italia,PROPN
Afrika,PROPN
Timur,PROPN
"""",PUNCT
(,PUNCT
Afrika,PROPN
Orientale,PROPN
Italiana,PROPN
",",PUNCT
AOI,PROPN
),PUNCT
.,PUNCT
Siapa,PRON
yang,PRON
berani,ADJ
mencuri,VERB
binatang,NOUN
buas,NOUN
ini,DET
?,PUNCT
Di,ADP
stasiun,NOUN
pengisian,NOUN
bahan,NOUN
bakar,NOUN
",",PUNCT
Dawn,PROPN
hendak,ADV
turun,VERB
namun,CCONJ
usahanya,_
usaha,NOUN
nya,PRON
dihentikan,VERB
oleh,ADP
bapak,NOUN
tua,ADJ
tersebut,DET
.,PUNCT
Nama,NOUN
kota,NOUN
ini,DET
diturunkan,VERB
dari,ADP
kata,NOUN
Sami,PROPN
monce,PROPN
",",PUNCT
yang,PRON
berarti,VERB
"""",PUNCT
cantik,ADJ
"""",PUNCT
.,PUNCT
Monster,PROPN
setengah,ADJ
dewa,NOUN
atau,CCONJ
Demi,PROPN
God,PROPN
adalah,AUX
monster,NOUN
yang,PRON
dianggap,VERB
memiliki,VERB
kekuatan,NOUN
luar,ADJ
biasa,ADJ
sehingga,SCONJ
ditakuti,VERB
",",PUNCT
dipuja,VERB
dan,CCONJ
dihormati,VERB
sebagaimana,ADP
layaknya,ADP
dewa,NOUN
.,PUNCT
Dalam,ADP
berita,NOUN
Cina,PROPN
yang,PRON
berjudul,VERB
Sung,PROPN
Hui,PROPN
Yao,PROPN
disebutkan,VERB
bahwa,SCONJ
Kerajaan,NOUN
San,PROPN
-,PUNCT
fo,PROPN
-,PUNCT
tsi,PROPN
tahun,NOUN
1082,NUM
mengirim,VERB
duta,NOUN
besar,ADJ
ke,ADP
Cina,PROPN
yang,PRON
saat,NOUN
itu,DET
di,ADP
bawah,NOUN
pemerintahan,NOUN
Kaisar,PROPN
Yuan,PROPN
Fong,PROPN
.,PUNCT
Duta,NOUN
besar,ADJ
tersebut,DET
menyampaikan,VERB
surat,NOUN
dari,ADP
raja,NOUN
Kien,PROPN
-,PUNCT
pi,PROPN
bawahan,NOUN
San,PROPN
-,PUNCT
fo,PROPN
-,PUNCT
tsi,PROPN
",",PUNCT
dan,CCONJ
surat,NOUN
dari,ADP
putri,PROPN
raja,NOUN
yang,PRON
diserahi,VERB
urusan,NOUN
negara,NOUN
San,PROPN
-,PUNCT
fo,PROPN
-,PUNCT
tsi,PROPN
",",PUNCT
serta,CCONJ
menyerahkan,VERB
pula,ADV
227,NUM
tahil,NOUN
perhiasan,NOUN
",",PUNCT
rumbia,NOUN
",",PUNCT
dan,CCONJ
13,NUM
potong,NOUN
pakaian,NOUN
.,PUNCT
hal,NOUN
