text,label,pisah_hashtag&kata
"Dr sejak awal ampe skrg ni, kaya ada awan tebal selimuti proses perealisasian IKN
Investor yang baik, tidak akan berspekulasi, mengenai formal n materil sebuah kebijakan calon partner nya
Kecuali mmg sama-sama sekolam",negative,"Dr sejak awal ampe skrg ni, kaya ada awan tebal selimuti proses perealisasian IKN
Investor yang baik, tidak akan berspekulasi, mengenai formal n materil sebuah kebijakan calon partner nya
Kecuali mmg sama-sama sekolam"
"Terus IKN kepanpa dipaksakan walaupun masih pandemi jgn bodohi rkyat kecil dong pak,apa semua rkyat dikira bodoh semua mau percaya omongan bpak kagak deh",negative,"Terus IKN kepanpa dipaksakan walaupun masih pandemi jgn bodohi rkyat kecil dong pak,apa semua rkyat dikira bodoh semua mau percaya omongan bpak kagak deh"
"Proyek IKN 99% DipastikanBatal.
Kalau Tidak Percaya Kita Lihat Saja Nanti.",negative,"Proyek IKN 99% DipastikanBatal.
Kalau Tidak Percaya Kita Lihat Saja Nanti."
"Dasar manusia tamak.. Ga nyambung..ngomongi IKN.. Malah ke yaman..
Dasar ga punya otak. Dungu permanen..",negative,"Dasar manusia tamak.. Ga nyambung..ngomongi IKN.. Malah ke yaman..
Dasar ga punya otak. Dungu permanen.."
"Hey coba berpikir lebih kritis dan luas
Ikn hanya kepentingan para oligarki pengusaha2 nakal,
Lagian krisis minyak malah seneng2 camping, poto2",negative,"Hey coba berpikir lebih kritis dan luas
Ikn hanya kepentingan para oligarki pengusaha2 nakal,
Lagian krisis minyak malah seneng2 camping, poto2"
"Jangan beli GoTo. 
Softbank pemegang saham terbesar. Sudah ingkar janji mau investasi di ibukota baru IKN nusantara. 
Mau di khianati lagi?
@gojekindonesia",negative,"Jangan beli GoTo. 
Softbank pemegang saham terbesar. Sudah ingkar janji mau investasi di ibukota baru IKN nusantara. 
Mau di khianati lagi?
@gojekindonesia"
"Ada skema hantu di IKN, makanya para investor gak ada yang mau.",negative,"Ada skema hantu di IKN, makanya para investor gak ada yang mau."
"Gk ush khawatir kosong IKN nya,,akan langsung penuh kok itu IKN,,tpi sm TKA",negative,"Gk ush khawatir kosong IKN nya,,akan langsung penuh kok itu IKN,,tpi sm TKA"
"Baca UUD Pak , cita2  besar bangsa bukan membangun ikn",negative,"Baca UUD Pak , cita2  besar bangsa bukan membangun ikn"
Ikn akan jadi kota utangan termahal dalam sejarah bangsa indo.,negative,Ikn akan jadi kota utangan termahal dalam sejarah bangsa indo.
Si Amies minta ikut camping GAK dikasih krn bawa air COMBERAN ke IKN,negative,Si Amies minta ikut camping GAK dikasih krn bawa air COMBERAN ke IKN
Kenapa ritualnya tidak tengahmalam. Kenapa siang² ritual. Kurang mistis dasar gub² gak pernah nonton film horor. Males lihat sinetron IKN. Modelnya jelek² kurang totalitas,negative,Kenapa ritualnya tidak tengahmalam. Kenapa siang² ritual. Kurang mistis dasar gub² gak pernah nonton film horor. Males lihat sinetron IKN. Modelnya jelek² kurang totalitas
Masih sisa banyak buat bangun IKN yang hanya perlu 500 T....opung ga usah capek2 cari investor,negative,Masih sisa banyak buat bangun IKN yang hanya perlu 500 T....opung ga usah capek2 cari investor
Lo pikir ikn sama kayak proyek Hambalang,negative,Lo pikir ikn sama kayak proyek Hambalang
"Ngomongnya kendi aslinya bejana tembaga
bawa tanah dari 34 provinis eh tanah warga asli dicaplok

balada Ibu Kota Ngutang (IKN)",negative,"Ngomongnya kendi aslinya bejana tembaga
bawa tanah dari 34 provinis eh tanah warga asli dicaplok

balada Ibu Kota Ngutang (IKN)"
Bakalan banyak beterbangan mandau di atas langit IKN ga yah ?,negative,Bakalan banyak beterbangan mandau di atas langit IKN ga yah ?
"Hahaha ngomong opo, liat omongn sama perbuatan beds khan? Yg d IKN lgi apa sih???",negative,"Hahaha ngomong opo, liat omongn sama perbuatan beds khan? Yg d IKN lgi apa sih???"
"Halah...paling kecewa karena gak dapet jatah aja. Kecewa, karena yg terpilih ngurus IKN orang jawa & bos pengusaha.",negative,"Halah...paling kecewa karena gak dapet jatah aja. Kecewa, karena yg terpilih ngurus IKN orang jawa & bos pengusaha."
"IKN yang katanya mau ngalahin Jakarta.
Sekarang cuma poto hutan.
didatangi banyak pejabat.
padahal modalnya belum ada.

Bisanya nyuruh Luhut aja.",negative,"IKN yang katanya mau ngalahin Jakarta.
Sekarang cuma poto hutan.
didatangi banyak pejabat.
padahal modalnya belum ada.

Bisanya nyuruh Luhut aja."
"Pengalihan isu minyak goreng, ikn, ekonnomi yg gagal meroket?",negative,"Pengalihan isu minyak goreng, ikn, ekonnomi yg gagal meroket?"
"Ledek-ledekan ala Anis : Bawa tanah Kampung Aquarium ke Titik Nol IKN.

dibales Jokowi : Bawa Marquez dkk MotoGP atraksi depan Monas 

Kira-kira apa pesan yang mau disampaikan Jokowi ???",negative,"Ledek-ledekan ala Anis : Bawa tanah Kampung Aquarium ke Titik Nol IKN.

dibales Jokowi : Bawa Marquez dkk MotoGP atraksi depan Monas 

Kira-kira apa pesan yang mau disampaikan Jokowi ???"
Gegara ada yg mundur di kerja IKN,negative,Gegara ada yg mundur di kerja IKN
ooo jgn2 mo nunda pemilu untuk dialihkan dananya buat ikn...ohh.ohh ohh..emang klo dilihat yaa pemilunya bebannya  berlipat2 krn ada 3 pemilihan.makanya dananya bengkak.drpd duit buat pemilu mending buat ikn.gitu kali ya pemikirannya?,negative,ooo jgn2 mo nunda pemilu untuk dialihkan dananya buat ikn...ohh.ohh ohh..emang klo dilihat yaa pemilunya bebannya  berlipat2 krn ada 3 pemilihan.makanya dananya bengkak.drpd duit buat pemilu mending buat ikn.gitu kali ya pemikirannya?
"silakan nu kelola, tp jgn dijual kyk benar aja nusron, kmrn temenny blg petani sawit nu semua knp ikn dibiarin ... pantes wakil goblok",negative,"silakan nu kelola, tp jgn dijual kyk benar aja nusron, kmrn temenny blg petani sawit nu semua knp ikn dibiarin ... pantes wakil goblok"
"""Menjual"" Rasulullah demi IKN ? Innaa Lillaahi, sadar Pak, mumpung roh masih di raga.",negative,"""Menjual"" Rasulullah demi IKN ? Innaa Lillaahi, sadar Pak, mumpung roh masih di raga."
#GakHeran dah terindikasi lewat penempatan wakil kepala ikn,negative,#Gak Heran dah terindikasi lewat penempatan wakil kepala ikn
investor ikn pada mengundurkan diri... lantas beralasan ikn pekerjaan yg rumit rampung 15-20 thn pdhl tak ada lg yg modali,negative,investor ikn pada mengundurkan diri... lantas beralasan ikn pekerjaan yg rumit rampung 15-20 thn pdhl tak ada lg yg modali
Lama ya... Sama kayak pembangunan ikn dong 20 thn....,negative,Lama ya... Sama kayak pembangunan ikn dong 20 thn....
"Emang e bagun IKN ckp dgn 2thn bro sekarang aja dana bt bangun msh di angan"" blm tau dr mana tu dana",negative,"Emang e bagun IKN ckp dgn 2thn bro sekarang aja dana bt bangun msh di angan"" blm tau dr mana tu dana"
akhirna tunduk oge ku permainan oligarki selain omnibus law IKN ayeuna ku CPO eweuh nu wani pro kepentingan rakyat,negative,akhirna tunduk oge ku permainan oligarki selain omnibus law IKN ayeuna ku CPO eweuh nu wani pro kepentingan rakyat
"Urus satu item kebutuhan hidup rakyat aza gg becus,  mau bangun IKN

Waras???",negative,"Urus satu item kebutuhan hidup rakyat aza gg becus,  mau bangun IKN

Waras???"
Makin menambah keyakinan sya bhw IKN akan bernasib sama dgn mobil ghoib,negative,Makin menambah keyakinan sya bhw IKN akan bernasib sama dgn mobil ghoib
"Bakal mangkrak..tahun2 kita kedepan disibukan bayar bunga hutang yg menggunung, boro2 bangun ikn.",negative,"Bakal mangkrak..tahun2 kita kedepan disibukan bayar bunga hutang yg menggunung, boro2 bangun ikn."
"A1 ini mah,, papi luhut lagi pabeulit,, uangnya mau dikasih ke IKN dulu,, hampura kang..",negative,"A1 ini mah,, papi luhut lagi pabeulit,, uangnya mau dikasih ke IKN dulu,, hampura kang.."
"Ditunggu pap di IKN sambil pegang tulisan 'Good Luck, Mr Jokowi'",negative,"Ditunggu pap di IKN sambil pegang tulisan 'Good Luck, Mr Jokowi'"
"Ngutang ke mana lagi ya,buat ikN",negative,"Ngutang ke mana lagi ya,buat ikN"
"Doni cs dan Indra cs capek” ngumpulin harta, ujung-ujungnya buat bangun IKN. wujud nyata membantu pembangunan infrastruktur negara",negative,"Doni cs dan Indra cs capek” ngumpulin harta, ujung-ujungnya buat bangun IKN. wujud nyata membantu pembangunan infrastruktur negara"
Dukun IKN yg mengalihkn banjir kok.,negative,Dukun IKN yg mengalihkn banjir kok.
Kayanya baru bangun tidur .. bukannya kemarin banyak yg Protes IKN.,negative,Kayanya baru bangun tidur .. bukannya kemarin banyak yg Protes IKN.
Yg jadi ma pertanyaan. Jika di mundurkan siapa yg jadi presiden selama pengunduran itu? Apakah Plt Presiden atau bagaimana? Apakah negeri ini akan caos jika hal itu terjadi..... Mbok ya mikir dikit Napa dgn keadaan masy. Saat ini. Klo bicara ekonomi apa urgensinya IKN dbangun?,negative,Yg jadi ma pertanyaan. Jika di mundurkan siapa yg jadi presiden selama pengunduran itu? Apakah Plt Presiden atau bagaimana? Apakah negeri ini akan caos jika hal itu terjadi..... Mbok ya mikir dikit Napa dgn keadaan masy. Saat ini. Klo bicara ekonomi apa urgensinya IKN dbangun?
"Waktu IKN KENAPA BUKAN MEMBAWA BUDAYA KALIMANTAN, KOK tidak didemo",negative,"Waktu IKN KENAPA BUKAN MEMBAWA BUDAYA KALIMANTAN, KOK tidak didemo"
IKN milik oligarki sahabat planga plongo..,negative,IKN milik oligarki sahabat planga plongo..
"Saya pikir warga2 penduduk asli disekitar  IKN endingnya akan bernasib sama dg sebahagian besar warga betawi yg tersisih dan ""terusir"" dr jakarta...save t",negative,"Saya pikir warga2 penduduk asli disekitar  IKN endingnya akan bernasib sama dg sebahagian besar warga betawi yg tersisih dan ""terusir"" dr jakarta...save t"
"mungkin mereka akan membentuk negara Nusantara, jadi negara Nusantara ibukotanya IKN, NKRI ibukotanya DKI Jakarta, begitukah?",negative,"mungkin mereka akan membentuk negara Nusantara, jadi negara Nusantara ibukotanya IKN, NKRI ibukotanya DKI Jakarta, begitukah?"
"Wkwkwkwkw

Minimal jika ngk jadi IKN nya...
Tanah ngk produktif dan katanya banyak bekas lubang tambang udah laku 

Udah di tambang laku dijual dgn harga tinggi

Asik ngk tuh",negative,"Wkwkwkwkw

Minimal jika ngk jadi IKN nya...
Tanah ngk produktif dan katanya banyak bekas lubang tambang udah laku 

Udah di tambang laku dijual dgn harga tinggi

Asik ngk tuh"
"Hehehehe... IKN apa mau bikin bendera sendiri kali yah, simbol nya kendi.",negative,"Hehehehe... IKN apa mau bikin bendera sendiri kali yah, simbol nya kendi."
"Udah buruan pindah aja dah sampah masyarakat ke IKN, ekalian bawa buzzerRP yg jadi parasit...Indonesia gak butuh IKN, tapi butuh pemimpin baru yg adil..",negative,"Udah buruan pindah aja dah sampah masyarakat ke IKN, ekalian bawa buzzerRP yg jadi parasit...Indonesia gak butuh IKN, tapi butuh pemimpin baru yg adil.."
"Tadi malam gempa katanya dibandung smpai kerasa di krawang, barusan gempa disukabumi mngkin pertanda menyambut IKN yg disiram air kendi oleh ahlul kendi",negative,"Tadi malam gempa katanya dibandung smpai kerasa di krawang, barusan gempa disukabumi mngkin pertanda menyambut IKN yg disiram air kendi oleh ahlul kendi"
"Ya wes cepetan pindah dari Jakarta, biar gw yg di Jakarta.
Klo perlu klean kemah dulu di IKN sambil nunggu rumah baru juga ngga apa2.",negative,"Ya wes cepetan pindah dari Jakarta, biar gw yg di Jakarta.
Klo perlu klean kemah dulu di IKN sambil nunggu rumah baru juga ngga apa2."
"beberapa hari ini memang frekwensi gempa agak banyak
Apa mungkin pengaruh air Kendi IKN",negative,"beberapa hari ini memang frekwensi gempa agak banyak
Apa mungkin pengaruh air Kendi IKN"
Mesti di IKN yg baru Got nya blm jadi... kalo udh jd mesti beliau blusukan jg ke penghuni Got seperti dulu..,negative,Mesti di IKN yg baru Got nya blm jadi... kalo udh jd mesti beliau blusukan jg ke penghuni Got seperti dulu..
sudah lupa sama minyak goreeng pengen cepat2 bangun IKN keburu habis jabatan,negative,sudah lupa sama minyak goreeng pengen cepat2 bangun IKN keburu habis jabatan
"Sosialisasi pemindahan Ibu Kota Negara (IKN) sejak 2019, rencana pembangunan 2020-2024. Tapi ternyata mundur. Karena itu, pejabat tirani minta kompensasi perpanjang masa jabatan dengan cara menunda pemilu sampai 2027. Skenario pembohongan publik dimainkan di negeri banana.",negative,"Sosialisasi pemindahan Ibu Kota Negara (IKN) sejak 2019, rencana pembangunan 2020-2024. Tapi ternyata mundur. Karena itu, pejabat tirani minta kompensasi perpanjang masa jabatan dengan cara menunda pemilu sampai 2027. Skenario pembohongan publik dimainkan di negeri banana."
"Banjir berbulan2 hutan gundul tanah longsor cari makan susah, malah ngotot bela jin buang anak pak Mul dipenjara, kini ribut IKN digusur 11_12",negative,"Banjir berbulan2 hutan gundul tanah longsor cari makan susah, malah ngotot bela jin buang anak pak Mul dipenjara, kini ribut IKN digusur 11_12"
"... Lagu2an bangun IKN,,, subsidi sembako tuuh,,, baru pemerintah top markotop ...",negative,"... Lagu2an bangun IKN,,, subsidi sembako tuuh,,, baru pemerintah top markotop ..."
"ya iyalah sewaktu rombongan kendil berada di kawasan iKN, penduduk asli kalimantan kan tidak ada, ntah kemana..mungkin dilarang ikut hadir atau diusir sejauh 10 km",negative,"ya iyalah sewaktu rombongan kendil berada di kawasan iKN, penduduk asli kalimantan kan tidak ada, ntah kemana..mungkin dilarang ikut hadir atau diusir sejauh 10 km"
IKN  juga bakal menghilang ya? Yang akan tetap ada air di Akuarium....,negative,IKN  juga bakal menghilang ya? Yang akan tetap ada air di Akuarium....
Sy kira bukan andrinof pejabat itu taunya emang doi.. liat komunikasinya bs segitunya ya ngebela padahal pake hati nurani aja liat IKN ini,negative,Sy kira bukan andrinof pejabat itu taunya emang doi.. liat komunikasinya bs segitunya ya ngebela padahal pake hati nurani aja liat IKN ini
"Merujuk data KNPA, terdapat beberapa masalah fundamental di lokasi IKN, khususnya di Kalimantan Timur secara umum. Itu sekaligus membantah klaim pemerintah, lokasi ibu kota negara lahannya dikuasai negara.",negative,"Merujuk data KNPA, terdapat beberapa masalah fundamental di lokasi IKN, khususnya di Kalimantan Timur secara umum. Itu sekaligus membantah klaim pemerintah, lokasi ibu kota negara lahannya dikuasai negara."
Bgm kalo presiden2 yg akan datang tdk mau melanjutkan program IKN ini ya!!!,negative,Bgm kalo presiden2 yg akan datang tdk mau melanjutkan program IKN ini ya!!!
Knp si dogolol ke ikn juga ya .. apakah bawa tanqh kuburan juga dia yg dicampur,negative,Knp si dogolol ke ikn juga ya .. apakah bawa tanqh kuburan juga dia yg dicampur
waduh..bahaya itu mah.bisa2 gk blh msuk IkN rakyat,negative,waduh..bahaya itu mah.bisa2 gk blh msuk IkN rakyat
"Di atas langit msh ada langit lagi, berarti di atas fz msh ada...? A sudahlah 

Bisa jg fz ini sekedar wayang sementara si dalang n his gang lagi anteng dan leyeh2 menikmati semilir sejuknya angin sepoi di lembah nan hijau di IKN Nusantara yg sdg berbenah",negative,"Di atas langit msh ada langit lagi, berarti di atas fz msh ada...? A sudahlah 

Bisa jg fz ini sekedar wayang sementara si dalang n his gang lagi anteng dan leyeh2 menikmati semilir sejuknya angin sepoi di lembah nan hijau di IKN Nusantara yg sdg berbenah"
"Sudah gak ada lagi yg ""bilang"" ini semua tanah Ulun...yg ada sekarang tanah pengembang IKN.",negative,"Sudah gak ada lagi yg ""bilang"" ini semua tanah Ulun...yg ada sekarang tanah pengembang IKN."
Itu yang dicari para bedebah IKN untuk mencari keuntungan besar. Tinggal menunggu waktunya untuk diproses hukum di pemerintahan baru 2024.,negative,Itu yang dicari para bedebah IKN untuk mencari keuntungan besar. Tinggal menunggu waktunya untuk diproses hukum di pemerintahan baru 2024.
Proyek PSN yg 200 an jumlahnya aja blom kelar. Bahkan kami warga Bantar Gebang Kota Bekasi yg tanahnya dah dipatok n ukur BPN sejak 2019 sebelum pilpres tuk tol Jakarta Cikampek 2 Selatan smp skg blom jg terima UGK nya.  Ini dah rempong mau bikin IKN.  Beneran duitnya masih ada?,negative,Proyek PSN yg 200 an jumlahnya aja blom kelar. Bahkan kami warga Bantar Gebang Kota Bekasi yg tanahnya dah dipatok n ukur BPN sejak 2019 sebelum pilpres tuk tol Jakarta Cikampek 2 Selatan smp skg blom jg terima UGK nya.  Ini dah rempong mau bikin IKN.  Beneran duitnya masih ada?
"Warganya mau di usirkah.... ? 
Ingat kampung aquarium. 
#LuhutBiangKerokPerusak 
Tolak IKN",negative,"Warganya mau di usirkah.... ? 
Ingat kampung aquarium. 
#Luhut Biang Kerok Perusak 
Tolak IKN"
"Kemaren cuma drama, biar kesannya gak tiongkok bgt,dr awal kayaknya emang negeri itu kok sumber pendanaan IKN",negative,"Kemaren cuma drama, biar kesannya gak tiongkok bgt,dr awal kayaknya emang negeri itu kok sumber pendanaan IKN"
"Buat orang kalimantan yg nerima IKN, kenapa sih kalian nerima, apa landasannya??",negative,"Buat orang kalimantan yg nerima IKN, kenapa sih kalian nerima, apa landasannya??"
"Wadas kan sudah ditabrak, tanah di IKN punya warga banyak tuh di tabrak. Lanjutan nya eh nabrak konstitusi.",negative,"Wadas kan sudah ditabrak, tanah di IKN punya warga banyak tuh di tabrak. Lanjutan nya eh nabrak konstitusi."
"Nasib nasib.
IKN bisa seperti esemka",negative,"Nasib nasib.
IKN bisa seperti esemka"
"Nah ini bisa utk bangun IKN, yuk yg bener rampas aset n duitnya koruptor",negative,"Nah ini bisa utk bangun IKN, yuk yg bener rampas aset n duitnya koruptor"
"Bosen liat selpa selpi Mulu,,",negative,"Bosen liat selpa selpi Mulu,,"
"Arab, jepang dll gak mau berinves di IKN kalo masih rejim sekarang, tambah parah",negative,"Arab, jepang dll gak mau berinves di IKN kalo masih rejim sekarang, tambah parah"
"Kalau jadi presiden apakah nanti IKN akan didirikan rumah dp 0% untuk warga tak mampu ?.. lalu rakyatnya dimodalin, dikasih usaha, dicarikan pembeli ? Ada oke oce  ? Tidak usah bikin gorong2, air hujan suruh masuk ke tanah ?..",negative,"Kalau jadi presiden apakah nanti IKN akan didirikan rumah dp 0% untuk warga tak mampu ?.. lalu rakyatnya dimodalin, dikasih usaha, dicarikan pembeli ? Ada oke oce  ? Tidak usah bikin gorong2, air hujan suruh masuk ke tanah ?.."
Tenda Quechua Arpenaz made in China... Apa IKN made in China juga nantinya?,negative,Tenda Quechua Arpenaz made in China... Apa IKN made in China juga nantinya?
Blangsat....ngomong investor......ngurus migor aja TIDAK BECUS....paling IKN SENASIB dgn ESEMKA,negative,Blangsat....ngomong investor......ngurus migor aja TIDAK BECUS....paling IKN SENASIB dgn ESEMKA
Saya jamin IKN gagal total,negative,Saya jamin IKN gagal total
"Alhamdulillah...tdk ada kata terlambat, akhirnya peduli jg dg Minyak Goreng yg Langka. Tepikan dulu IKN & MotoGP nya ya Pak ???",negative,"Alhamdulillah...tdk ada kata terlambat, akhirnya peduli jg dg Minyak Goreng yg Langka. Tepikan dulu IKN & MotoGP nya ya Pak ???"
Jgn smpe deh entar ada aturan warga sipil pindah ke IKN,negative,Jgn smpe deh entar ada aturan warga sipil pindah ke IKN
"Silakan gelud sendiri sama oligarki, yg di Jawa aja babak belur sama oligarki. Apa lagi di Kalimantan.  Ikn itu proyek oligarki. Bukan proyek nasional",negative,"Silakan gelud sendiri sama oligarki, yg di Jawa aja babak belur sama oligarki. Apa lagi di Kalimantan.  Ikn itu proyek oligarki. Bukan proyek nasional"
Ada politisi dari NTT yang menghina ritual di IKN. NTT sarat dgn mistisisme dan dia sendiri bikin ritual potong kerbau ketika maju jadi cagub NTT kala itu. Dia sedang menghina dirinya sendiri dan masyarakat NTT.,negative,Ada politisi dari NTT yang menghina ritual di IKN. NTT sarat dgn mistisisme dan dia sendiri bikin ritual potong kerbau ketika maju jadi cagub NTT kala itu. Dia sedang menghina dirinya sendiri dan masyarakat NTT.
