text,label,text_clean
Kenapa ritualnya tidak tengahmalam. Kenapa siang² ritual. Kurang mistis dasar gub² gak pernah nonton film horor. Males lihat sinetron IKN. Modelnya jelek² kurang totalitas,negative,kenapa ritualnya tidak tengahmalam kenapa siang ritual kurang mistis dasar gub gak pernah nonton film horor males lihat sinetron ikn modelnya jelek kurang totalitas
Masih sisa banyak buat bangun IKN yang hanya perlu 500 T....opung ga usah capek2 cari investor,negative,masih sisa banyak buat bangun ikn yang hanya perlu   opung ga usah capek cari investor
Lo pikir ikn sama kayak proyek Hambalang,negative,lo pikir ikn sama kayak proyek hambalang
"Ngomongnya kendi aslinya bejana tembaga
bawa tanah dari 34 provinis eh tanah warga asli dicaplok

balada Ibu Kota Ngutang (IKN)",negative,ngomongnya kendi aslinya bejana tembaga bawa tanah dari  provinis eh tanah warga asli dicaplok balada ibu kota ngutang ikn
Bakalan banyak beterbangan mandau di atas langit IKN ga yah ?,negative,bakalan banyak beterbangan mandau di atas langit ikn ga yah
"Hahaha ngomong opo, liat omongn sama perbuatan beds khan? Yg d IKN lgi apa sih???",negative,hahaha ngomong opo liat omongn sama perbuatan beds khan yg  ikn lgi apa sih
"Halah...paling kecewa karena gak dapet jatah aja. Kecewa, karena yg terpilih ngurus IKN orang jawa & bos pengusaha.",negative,halah paling kecewa karena gak dapet jatah aja kecewa karena yg terpilih ngurus ikn orang jawa bos pengusaha
"IKN yang katanya mau ngalahin Jakarta.
Sekarang cuma poto hutan.
didatangi banyak pejabat.
padahal modalnya belum ada.

Bisanya nyuruh Luhut aja.",negative,ikn yang katanya mau ngalahin jakarta sekarang cuma poto hutan didatangi banyak pejabat padahal modalnya belum ada bisanya nyuruh luhut aja
"Pengalihan isu minyak goreng, ikn, ekonnomi yg gagal meroket?",negative,pengalihan isu minyak goreng ikn ekonnomi yg gagal meroket
"Ledek-ledekan ala Anis : Bawa tanah Kampung Aquarium ke Titik Nol IKN.

dibales Jokowi : Bawa Marquez dkk MotoGP atraksi depan Monas 

Kira-kira apa pesan yang mau disampaikan Jokowi ???",negative,ledek-ledekan ala anis bawa tanah kampung aquarium ke titik nol ikn dibales jokowi bawa marquez dkk motogp atraksi depan monas kira-kira apa pesan yang mau disampaikan jokowi
Gegara ada yg mundur di kerja IKN,negative,gegara ada yg mundur di kerja ikn
ooo jgn2 mo nunda pemilu untuk dialihkan dananya buat ikn...ohh.ohh ohh..emang klo dilihat yaa pemilunya bebannya  berlipat2 krn ada 3 pemilihan.makanya dananya bengkak.drpd duit buat pemilu mending buat ikn.gitu kali ya pemikirannya?,negative,ooo jgn mo nunda pemilu untuk dialihkan dananya buat ikn ohhohh ohh emang klo dilihat yaa pemilunya bebannya berlipat krn ada  pemilihanmakanya dananya bengkakdrpd duit buat pemilu mending buat ikngitu kali ya pemikirannya
"silakan nu kelola, tp jgn dijual kyk benar aja nusron, kmrn temenny blg petani sawit nu semua knp ikn dibiarin ... pantes wakil goblok",negative,silakan nu kelola tp jgn dijual kyk benar aja nusron kmrn temenny blg petani sawit nu semua knp ikn dibiarin pantes wakil goblok
"""Menjual"" Rasulullah demi IKN ? Innaa Lillaahi, sadar Pak, mumpung roh masih di raga.",negative,menjual rasulullah demi ikn innaa lillaahi sadar pak mumpung roh masih di raga
#GakHeran dah terindikasi lewat penempatan wakil kepala ikn,negative,gak heran dah terindikasi lewat penempatan wakil kepala ikn
investor ikn pada mengundurkan diri... lantas beralasan ikn pekerjaan yg rumit rampung 15-20 thn pdhl tak ada lg yg modali,negative,investor ikn pada mengundurkan diri lantas beralasan ikn pekerjaan yg rumit rampung - thn pdhl tak ada lg yg modali
Lama ya... Sama kayak pembangunan ikn dong 20 thn....,negative,lama ya sama kayak pembangunan ikn dong  thn
"Emang e bagun IKN ckp dgn 2thn bro sekarang aja dana bt bangun msh di angan"" blm tau dr mana tu dana",negative,emang  bagun ikn ckp dgn thn bro sekarang aja dana bt bangun msh di angan blm tau dr mana tu dana
akhirna tunduk oge ku permainan oligarki selain omnibus law IKN ayeuna ku CPO eweuh nu wani pro kepentingan rakyat,negative,akhirna tunduk oge ku permainan oligarki selain omnibus law ikn ayeuna ku cpo eweuh nu wani pro kepentingan rakyat
"Urus satu item kebutuhan hidup rakyat aza gg becus,  mau bangun IKN

Waras???",negative,urus satu item kebutuhan hidup rakyat aza gg becus mau bangun ikn waras
Makin menambah keyakinan sya bhw IKN akan bernasib sama dgn mobil ghoib,negative,makin menambah keyakinan sya bhw ikn akan bernasib sama dgn mobil ghoib
"Bakal mangkrak..tahun2 kita kedepan disibukan bayar bunga hutang yg menggunung, boro2 bangun ikn.",negative,bakal mangkrak tahun kita kedepan disibukan bayar bunga hutang yg menggunung boro bangun ikn
"A1 ini mah,, papi luhut lagi pabeulit,, uangnya mau dikasih ke IKN dulu,, hampura kang..",negative, ini mah papi luhut lagi pabeulit uangnya mau dikasih ke ikn dulu hampura kang
"Ditunggu pap di IKN sambil pegang tulisan 'Good Luck, Mr Jokowi'",negative,ditunggu pap di ikn sambil pegang tulisan good luck mr jokowi
"Ngutang ke mana lagi ya,buat ikN",negative,ngutang ke mana lagi ya buat ikn
"Doni cs dan Indra cs capek” ngumpulin harta, ujung-ujungnya buat bangun IKN. wujud nyata membantu pembangunan infrastruktur negara",negative,doni cs dan indra cs capek ngumpulin harta ujung-ujungnya buat bangun ikn wujud nyata membantu pembangunan infrastruktur negara
Dukun IKN yg mengalihkn banjir kok.,negative,dukun ikn yg mengalihkn banjir kok
Kayanya baru bangun tidur .. bukannya kemarin banyak yg Protes IKN.,negative,kayanya baru bangun tidur bukannya kemarin banyak yg protes ikn
Yg jadi ma pertanyaan. Jika di mundurkan siapa yg jadi presiden selama pengunduran itu? Apakah Plt Presiden atau bagaimana? Apakah negeri ini akan caos jika hal itu terjadi..... Mbok ya mikir dikit Napa dgn keadaan masy. Saat ini. Klo bicara ekonomi apa urgensinya IKN dbangun?,negative,yg jadi ma pertanyaan jika di mundurkan siapa yg jadi presiden selama pengunduran itu apakah plt presiden atau bagaimana apakah negeri ini akan caos jika hal itu terjadi mbok ya mikir dikit napa dgn keadaan masy saat ini klo bicara ekonomi apa urgensinya ikn dbangun
"Waktu IKN KENAPA BUKAN MEMBAWA BUDAYA KALIMANTAN, KOK tidak didemo",negative,waktu ikn kenapa bukan membawa budaya kalimantan kok tidak didemo
IKN milik oligarki sahabat planga plongo..,negative,ikn milik oligarki sahabat planga plongo
"Saya pikir warga2 penduduk asli disekitar  IKN endingnya akan bernasib sama dg sebahagian besar warga betawi yg tersisih dan ""terusir"" dr jakarta...save t",negative,saya pikir warga penduduk asli disekitar ikn endingnya akan bernasib sama dg sebahagian besar warga betawi yg tersisih dan terusir dr jakarta save 
"mungkin mereka akan membentuk negara Nusantara, jadi negara Nusantara ibukotanya IKN, NKRI ibukotanya DKI Jakarta, begitukah?",negative,mungkin mereka akan membentuk negara nusantara jadi negara nusantara ibukotanya ikn nkri ibukotanya dki jakarta begitukah
"Wkwkwkwkw

Minimal jika ngk jadi IKN nya...
Tanah ngk produktif dan katanya banyak bekas lubang tambang udah laku 

Udah di tambang laku dijual dgn harga tinggi

Asik ngk tuh",negative,wkwkwkwkw minimal jika ngk jadi ikn nya tanah ngk produktif dan katanya banyak bekas lubang tambang udah laku udah di tambang laku dijual dgn harga tinggi asik ngk tuh
"Hehehehe... IKN apa mau bikin bendera sendiri kali yah, simbol nya kendi.",negative,hehehehe ikn apa mau bikin bendera sendiri kali yah simbol nya kendi
"Udah buruan pindah aja dah sampah masyarakat ke IKN, ekalian bawa buzzerRP yg jadi parasit...Indonesia gak butuh IKN, tapi butuh pemimpin baru yg adil..",negative,udah buruan pindah aja dah sampah masyarakat ke ikn ekalian bawa buzzerrp yg jadi parasit indonesia gak butuh ikn tapi butuh pemimpin baru yg adil
"Tadi malam gempa katanya dibandung smpai kerasa di krawang, barusan gempa disukabumi mngkin pertanda menyambut IKN yg disiram air kendi oleh ahlul kendi",negative,tadi malam gempa katanya dibandung smpai kerasa di krawang barusan gempa disukabumi mngkin pertanda menyambut ikn yg disiram air kendi oleh ahlul kendi
"Ya wes cepetan pindah dari Jakarta, biar gw yg di Jakarta.
Klo perlu klean kemah dulu di IKN sambil nunggu rumah baru juga ngga apa2.",negative,ya wes cepetan pindah dari jakarta biar gw yg di jakarta klo perlu klean kemah dulu di ikn sambil nunggu rumah baru juga ngga apa
"beberapa hari ini memang frekwensi gempa agak banyak
Apa mungkin pengaruh air Kendi IKN",negative,beberapa hari ini memang frekwensi gempa agak banyak apa mungkin pengaruh air kendi ikn
Mesti di IKN yg baru Got nya blm jadi... kalo udh jd mesti beliau blusukan jg ke penghuni Got seperti dulu..,negative,mesti di ikn yg baru got nya blm jadi kalo udh jd mesti beliau blusukan jg ke penghuni got seperti dulu
sudah lupa sama minyak goreeng pengen cepat2 bangun IKN keburu habis jabatan,negative,sudah lupa sama minyak goreeng pengen cepat bangun ikn keburu habis jabatan
"Sosialisasi pemindahan Ibu Kota Negara (IKN) sejak 2019, rencana pembangunan 2020-2024. Tapi ternyata mundur. Karena itu, pejabat tirani minta kompensasi perpanjang masa jabatan dengan cara menunda pemilu sampai 2027. Skenario pembohongan publik dimainkan di negeri banana.",negative,sosialisasi pemindahan ibu kota negara ikn sejak  rencana pembangunan - tapi ternyata mundur karena itu pejabat tirani minta kompensasi perpanjang masa jabatan dengan cara menunda pemilu sampai  skenario pembohongan publik dimainkan di negeri banana
"Banjir berbulan2 hutan gundul tanah longsor cari makan susah, malah ngotot bela jin buang anak pak Mul dipenjara, kini ribut IKN digusur 11_12",negative,banjir berbulan hutan gundul tanah longsor cari makan susah malah ngotot bela jin buang anak pak mul dipenjara kini ribut ikn digusur _
"... Lagu2an bangun IKN,,, subsidi sembako tuuh,,, baru pemerintah top markotop ...",negative,laguan bangun ikn subsidi sembako tuuh baru pemerintah top markotop
"ya iyalah sewaktu rombongan kendil berada di kawasan iKN, penduduk asli kalimantan kan tidak ada, ntah kemana..mungkin dilarang ikut hadir atau diusir sejauh 10 km",negative,ya iyalah sewaktu rombongan kendil berada di kawasan ikn penduduk asli kalimantan kan tidak ada ntah kemana mungkin dilarang ikut hadir atau diusir sejauh  km
IKN  juga bakal menghilang ya? Yang akan tetap ada air di Akuarium....,negative,ikn juga bakal menghilang ya yang akan tetap ada air di akuarium
Sy kira bukan andrinof pejabat itu taunya emang doi.. liat komunikasinya bs segitunya ya ngebela padahal pake hati nurani aja liat IKN ini,negative,sy kira bukan andrinof pejabat itu taunya emang doi liat komunikasinya bs segitunya ya ngebela padahal pake hati nurani aja liat ikn ini
"Merujuk data KNPA, terdapat beberapa masalah fundamental di lokasi IKN, khususnya di Kalimantan Timur secara umum. Itu sekaligus membantah klaim pemerintah, lokasi ibu kota negara lahannya dikuasai negara.",negative,merujuk data knpa terdapat beberapa masalah fundamental di lokasi ikn khususnya di kalimantan timur secara umum itu sekaligus membantah klaim pemerintah lokasi ibu kota negara lahannya dikuasai negara
Bgm kalo presiden2 yg akan datang tdk mau melanjutkan program IKN ini ya!!!,negative,bgm kalo presiden yg akan datang tdk mau melanjutkan program ikn ini ya
Knp si dogolol ke ikn juga ya .. apakah bawa tanqh kuburan juga dia yg dicampur,negative,knp si dogolol ke ikn juga ya apakah bawa tanqh kuburan juga dia yg dicampur
waduh..bahaya itu mah.bisa2 gk blh msuk IkN rakyat,negative,waduh bahaya itu mahbisa gk blh msuk ikn rakyat
"Di atas langit msh ada langit lagi, berarti di atas fz msh ada...? A sudahlah 

Bisa jg fz ini sekedar wayang sementara si dalang n his gang lagi anteng dan leyeh2 menikmati semilir sejuknya angin sepoi di lembah nan hijau di IKN Nusantara yg sdg berbenah",negative,di atas langit msh ada langit lagi berarti di atas fz msh ada  sudahlah bisa jg fz ini sekedar wayang sementara si dalang  his gang lagi anteng dan leyeh menikmati semilir sejuknya angin sepoi di lembah nan hijau di ikn nusantara yg sdg berbenah
"Sudah gak ada lagi yg ""bilang"" ini semua tanah Ulun...yg ada sekarang tanah pengembang IKN.",negative,sudah gak ada lagi yg bilang ini semua tanah ulun yg ada sekarang tanah pengembang ikn
Itu yang dicari para bedebah IKN untuk mencari keuntungan besar. Tinggal menunggu waktunya untuk diproses hukum di pemerintahan baru 2024.,negative,itu yang dicari para bedebah ikn untuk mencari keuntungan besar tinggal menunggu waktunya untuk diproses hukum di pemerintahan baru
Proyek PSN yg 200 an jumlahnya aja blom kelar. Bahkan kami warga Bantar Gebang Kota Bekasi yg tanahnya dah dipatok n ukur BPN sejak 2019 sebelum pilpres tuk tol Jakarta Cikampek 2 Selatan smp skg blom jg terima UGK nya.  Ini dah rempong mau bikin IKN.  Beneran duitnya masih ada?,negative,proyek psn yg  an jumlahnya aja blom kelar bahkan kami warga bantar gebang kota bekasi yg tanahnya dah dipatok  ukur bpn sejak  sebelum pilpres tuk tol jakarta cikampek  selatan smp skg blom jg terima ugk nya ini dah rempong mau bikin ikn beneran duitnya masih ada
"Warganya mau di usirkah.... ? 
Ingat kampung aquarium. 
#LuhutBiangKerokPerusak 
Tolak IKN",negative,warganya mau di usirkah ingat kampung aquarium luhut biang kerok perusak tolak ikn
"Kemaren cuma drama, biar kesannya gak tiongkok bgt,dr awal kayaknya emang negeri itu kok sumber pendanaan IKN",negative,kemaren cuma drama biar kesannya gak tiongkok bgt dr awal kayaknya emang negeri itu kok sumber pendanaan ikn
"Buat orang kalimantan yg nerima IKN, kenapa sih kalian nerima, apa landasannya??",negative,buat orang kalimantan yg nerima ikn kenapa sih kalian nerima apa landasannya
"Wadas kan sudah ditabrak, tanah di IKN punya warga banyak tuh di tabrak. Lanjutan nya eh nabrak konstitusi.",negative,wadas kan sudah ditabrak tanah di ikn punya warga banyak tuh di tabrak lanjutan nya eh nabrak konstitusi
"Nasib nasib.
IKN bisa seperti esemka",negative,nasib nasib ikn bisa seperti esemka
"Nah ini bisa utk bangun IKN, yuk yg bener rampas aset n duitnya koruptor",negative,nah ini bisa utk bangun ikn yuk yg bener rampas aset  duitnya koruptor
"Bosen liat selpa selpi Mulu,,",negative,bosen liat selpa selpi mulu
"Arab, jepang dll gak mau berinves di IKN kalo masih rejim sekarang, tambah parah",negative,arab jepang dll gak mau berinves di ikn kalo masih rejim sekarang tambah parah
"Kalau jadi presiden apakah nanti IKN akan didirikan rumah dp 0% untuk warga tak mampu ?.. lalu rakyatnya dimodalin, dikasih usaha, dicarikan pembeli ? Ada oke oce  ? Tidak usah bikin gorong2, air hujan suruh masuk ke tanah ?..",negative,kalau jadi presiden apakah nanti ikn akan didirikan rumah dp  untuk warga tak mampu lalu rakyatnya dimodalin dikasih usaha dicarikan pembeli ada oke oce tidak usah bikin gorong air hujan suruh masuk ke tanah
Tenda Quechua Arpenaz made in China... Apa IKN made in China juga nantinya?,negative,tenda quechua arpenaz made in china apa ikn made in china juga nantinya
Blangsat....ngomong investor......ngurus migor aja TIDAK BECUS....paling IKN SENASIB dgn ESEMKA,negative,blangsat ngomong investor ngurus migor aja tidak becus paling ikn senasib dgn esemka
Saya jamin IKN gagal total,negative,saya jamin ikn gagal total
"Alhamdulillah...tdk ada kata terlambat, akhirnya peduli jg dg Minyak Goreng yg Langka. Tepikan dulu IKN & MotoGP nya ya Pak ???",negative,alhamdulillah tdk ada kata terlambat akhirnya peduli jg dg minyak goreng yg langka tepikan dulu ikn motogp nya ya pak
Jgn smpe deh entar ada aturan warga sipil pindah ke IKN,negative,jgn smpe deh entar ada aturan warga sipil pindah ke ikn
"Silakan gelud sendiri sama oligarki, yg di Jawa aja babak belur sama oligarki. Apa lagi di Kalimantan.  Ikn itu proyek oligarki. Bukan proyek nasional",negative,silakan gelud sendiri sama oligarki yg di jawa aja babak belur sama oligarki apa lagi di kalimantan ikn itu proyek oligarki bukan proyek nasional
Ada politisi dari NTT yang menghina ritual di IKN. NTT sarat dgn mistisisme dan dia sendiri bikin ritual potong kerbau ketika maju jadi cagub NTT kala itu. Dia sedang menghina dirinya sendiri dan masyarakat NTT.,negative,ada politisi dari ntt yang menghina ritual di ikn ntt sarat dgn mistisisme dan dia sendiri bikin ritual potong kerbau ketika maju jadi cagub ntt kala itu dia sedang menghina dirinya sendiri dan masyarakat ntt
"Proyek IKN, Isi Kendi Nusantara

Titik NOL",negative,proyek ikn isi kendi nusantara titik nol
"Lah ini ikn udah brlgsung lama, drimna j pak?",negative,lah ini ikn udah brlgsung lama drimna  pak
"proyek IKN ini sedang berjalan dimasa kepemimpinan pak jokowi, jika pak jokowi gagal untuk periode ke 3 apakah proyek IKN ini masih akan tetap berlangsung meski ada pemimpin negara ya baru...??

cuma nanya aja ini mah..",negative,proyek ikn ini sedang berjalan dimasa kepemimpinan pak jokowi jika pak jokowi gagal untuk periode ke  apakah proyek ikn ini masih akan tetap berlangsung meski ada pemimpin negara ya baru cuma nanya aja ini mah
"Ini negara tergimmick di dunia dan di alam baka.
Apakah ini sbg cerminan betapa basahnya proyek IKN..",negative,ini negara tergimmick di dunia dan di alam baka apakah ini sbg cerminan betapa basahnya proyek ikn
Kenapa jd otorita ikn buahaha gagal paham gw..management nya ancur,negative,kenapa jd otorita ikn buahaha gagal paham gw management nya ancur
Yang pasti melegalkan penebangan hutan dg alasan IKN,negative,yang pasti melegalkan penebangan hutan dg alasan ikn
